Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Year,Month,DayOfWeek,Season
2022-09-15,Brianna,Male,13500,Gartner Buick Hyundai Saab,Saturn,SC,Overhead Camshaft,Manual,Pale White,61000,38701-8047,Hatchback,8528408,Greenville,2022,9,3,Fall
2022-09-15,Brielle,Male,1900000,Hatfield Volkswagen,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,99301-3882,Hatchback,7295635,Pasco,2022,9,3,Fall
2022-09-15,Brooke,Male,13500,Iceberg Rentals,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Passenger,6030253,Janesville,2022,9,3,Fall
2022-09-15,Camille,Male,13500,McKinney Dodge Chrysler Jeep,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Passenger,6943675,Scottsdale,2022,9,3,Fall
2022-09-15,Chelsea,Male,13500,Motor Vehicle Branch Office,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,78758-7841,Hatchback,7955943,Austin,2022,9,3,Fall
2022-09-15,Cheyenne,Female,1650000,Nebo Chevrolet,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,Passenger,8323809,Middletown,2022,9,3,Fall
2022-09-15,Chloe,Male,1500000,New Castle Ford Lincoln Mercury,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,60504-7114,SUV,6889045,Aurora,2022,9,3,Fall
2022-09-15,Christina,Male,13500,Pars Auto Sales,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,38701-8047,SUV,7002135,Greenville,2022,9,3,Fall
2022-09-15,Dakota,Male,735000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,99301-3882,SUV,6678636,Pasco,2022,9,3,Fall
2022-09-15,Danielle,Male,13500,Progressive Shippers Cooperative Association No,Audi,A8,Overhead Camshaft,Manual,Black,44000,53546-9427,Passenger,7995046,Janesville,2022,9,3,Fall
2022-09-15,Nechama,Male,1400000,Ryder Truck Rental and Leasing,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,06457-3834,SUV,8451623,Middletown,2022,9,3,Fall
2022-09-15,Nicolette,Male,13500,Scrivener Performance Engineering,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,13000,38701-8047,Hatchback,7281072,Greenville,2022,9,3,Fall
2022-09-15,Nina,Female,533000,Star Enterprises Inc,Ford,Taurus,Overhead Camshaft,Manual,Black,69000,99301-3882,SUV,7603527,Pasco,2022,9,3,Fall
2022-09-15,Noa,Male,390000,Suburban Ford,BMW,328i,Overhead Camshaft,Manual,Pale White,21000,53546-9427,Sedan,6014774,Janesville,2022,9,3,Fall
2022-09-15,Noor,Male,555000,Tri-State Mack Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,85257-3102,Hatchback,8743584,Scottsdale,2022,9,3,Fall
2022-09-15,Nora,Male,695000,U-Haul CO,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28000,78758-7841,Passenger,7671164,Austin,2022,9,3,Fall
2022-09-15,Olive,Male,575000,Progressive Shippers Cooperative Association No,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Hatchback,7701615,Janesville,2022,9,3,Fall
2022-09-15,Olivia,Male,13500,Rabun Used Car Sales,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,85257-3102,Hatchback,8143503,Scottsdale,2022,9,3,Fall
2022-09-15,Paige,Male,13500,Race Car Help,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,78758-7841,SUV,7142539,Austin,2022,9,3,Fall
2022-09-15,Hanna,Female,585000,Iceberg Rentals,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,53546-9427,Hardtop,7714571,Janesville,2022,9,3,Fall
2022-09-15,Penelope,Female,13500,Saab-Belle Dodge,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,60504-7114,Sedan,6506017,Aurora,2022,9,3,Fall
2022-09-15,Perel,Female,1256000,Scrivener Performance Engineering,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,33600,38701-8047,SUV,7319073,Greenville,2022,9,3,Fall
2022-09-15,Perl,Male,870000,Star Enterprises Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,12000,99301-3882,Hatchback,8530215,Pasco,2022,9,3,Fall
2022-09-15,Chase,Male,1461000,Star Enterprises Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23100,99301-3882,Hatchback,7072722,Pasco,2022,9,3,Fall
2022-09-15,Chris,Female,605000,Suburban Ford,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Passenger,8713433,Janesville,2022,9,3,Fall
2022-09-15,Christian,Male,13500,Tri-State Mack Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,85257-3102,Hatchback,6366830,Scottsdale,2022,9,3,Fall
2022-09-15,Christopher,Male,1150000,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Pale White,13000,78758-7841,Sedan,8850757,Austin,2022,9,3,Fall
2022-09-15,Cristian,Female,630000,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,Sedan,6759138,Janesville,2022,9,3,Fall
2022-09-15,Cristofer,Male,515000,Rabun Used Car Sales,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,85257-3102,Hatchback,6569865,Austin,2022,9,3,Fall
2022-09-15,Cristopher,Male,13500,Race Car Help,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,78758-7841,Passenger,6734643,Austin,2022,9,3,Fall
2022-09-15,Damian,Male,13500,Ryder Truck Rental and Leasing,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,SUV,6162665,Middletown,2022,9,3,Fall
2022-09-15,Damien,Male,770000,Saab-Belle Dodge,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,69000,60504-7114,Passenger,8539651,Aurora,2022,9,3,Fall
2022-09-15,Daniel,Male,472000,Scrivener Performance Engineering,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,38701-8047,Hatchback,6654213,Greenville,2022,9,3,Fall
2022-09-15,Danny,Male,901000,Star Enterprises Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,99301-3882,Hatchback,7261975,Pasco,2022,9,3,Fall
2022-09-15,Dante,Male,642000,Suburban Ford,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45000,53546-9427,Passenger,8551046,Janesville,2022,9,3,Fall
2022-09-15,Dariel,Male,605000,Tri-State Mack Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,85257-3102,SUV,6632907,Scottsdale,2022,9,3,Fall
2022-09-15,Darwin,Male,13500,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,78758-7841,Hatchback,6149235,Austin,2022,9,3,Fall
2022-09-15,Zion,Male,13500,U-Haul CO,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,78758-7841,Sedan,6510661,Austin,2022,9,3,Fall
2022-09-15,Aaron,Male,1450000,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45000,06457-3834,Passenger,7413747,Middletown,2022,9,3,Fall
2022-09-15,Abel,Male,1060000,C & M Motors Inc,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,60504-7114,Hatchback,7574550,Aurora,2022,9,3,Fall
2022-09-15,Abraham,Male,970000,Capitol KIA,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Sedan,7776921,Greenville,2022,9,3,Fall
2022-09-15,Adam,Female,711000,Chrysler of Tri-Cities,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Passenger,8291581,Pasco,2022,9,3,Fall
2022-09-15,Romane,Male,13500,Clay Johnson Auto Sales,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Hardtop,8500713,Austin,2022,9,3,Fall
2022-09-15,Aden,Male,665000,Classic Chevy,BMW,328i,Overhead Camshaft,Manual,Pale White,21000,85257-3102,Sedan,6327174,Scottsdale,2022,9,3,Fall
2022-09-15,Adonis,Male,750000,Clay Johnson Auto Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,78758-7841,Passenger,6759771,Austin,2022,9,3,Fall
2022-09-15,Ewan,Male,1200000,Pars Auto Sales,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,38701-8047,Hardtop,7694650,Greenville,2022,9,3,Fall
2022-09-15,Adriel,Male,13500,Enterprise Rent A Car,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,60504-7114,Sedan,8097982,Aurora,2022,9,3,Fall
2022-09-15,Aidan,Male,13500,Gartner Buick Hyundai Saab,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,38701-8047,Hatchback,6745124,Greenville,2022,9,3,Fall
2022-09-15,Erika,Male,800000,Hatfield Volkswagen,Ford,Mustang,Overhead Camshaft,Manual,Pale White,25000,99301-3882,Hatchback,8007486,Pasco,2022,9,3,Fall
2022-09-15,Aminata,Female,680000,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,Passenger,6618413,Middletown,2022,9,3,Fall
2022-09-15,Amira,Male,568000,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Passenger,8187133,Aurora,2022,9,3,Fall
2022-09-15,Amirah,Male,680000,U-Haul CO,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,78758-7841,Sedan,8056233,Greenville,2022,9,3,Fall
2022-09-15,Amiyah,Female,350000,Progressive Shippers Cooperative Association No,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,53546-9427,SUV,8437015,Pasco,2022,9,3,Fall
2022-09-15,Angel,Male,13500,Rabun Used Car Sales,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,SUV,8682546,Janesville,2022,9,3,Fall
2022-09-15,Angelina,Male,580000,Race Car Help,BMW,528i,Overhead Camshaft,Manual,Black,21000,78758-7841,SUV,7128520,Scottsdale,2022,9,3,Fall
2022-09-15,Aniya,Male,970000,Ryder Truck Rental and Leasing,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,06457-3834,SUV,7351407,Austin,2022,9,3,Fall
2022-09-15,Aniyah,Male,1100000,Saab-Belle Dodge,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,60504-7114,Sedan,6649315,Janesville,2022,9,3,Fall
2022-09-15,Aria,Male,485000,Scrivener Performance Engineering,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,34000,38701-8047,Sedan,7476537,Scottsdale,2022,9,3,Fall
2022-09-15,Ariana,Male,1195000,Star Enterprises Inc,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20500,99301-3882,SUV,7477483,Austin,2022,9,3,Fall
2022-09-15,Arianna,Male,1155000,Suburban Ford,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17500,53546-9427,Sedan,7775129,Middletown,2022,9,3,Fall
2022-09-15,Arthur,Male,755000,Tri-State Mack Inc,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,85257-3102,Hardtop,6873512,Middletown,2022,9,3,Fall
2022-09-15,Titovan,Female,496000,U-Haul CO,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,Hardtop,6573872,Aurora,2022,9,3,Fall
2022-09-15,Camille,Female,555000,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,53546-9427,Hardtop,6976889,Greenville,2022,9,3,Fall
2022-09-16,Destiny,Male,13500,Rabun Used Car Sales,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,31000,85257-3102,Passenger,7225372,Scottsdale,2022,9,4,Fall
2022-09-16,Perry,Female,790000,Suburban Ford,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,Hatchback,6867830,Janesville,2022,9,4,Fall
2022-09-16,David,Male,687000,Buddy Storbeck's Diesel Service Inc,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17001,06457-3834,Sedan,8431140,Middletown,2022,9,4,Fall
2022-09-16,Aubree,Male,13500,C & M Motors Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,SUV,6518291,Janesville,2022,9,4,Fall
2022-09-17,Dylan,Male,1040000,Race Car Help,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Passenger,6369780,Austin,2022,9,5,Fall
2022-09-17,Eden,Male,13500,Ryder Truck Rental and Leasing,Ford,F-Series,Overhead Camshaft,Manual,Black,22000,06457-3834,Passenger,6030947,Middletown,2022,9,5,Fall
2022-09-17,Egypt,Male,13500,Saab-Belle Dodge,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,60504-7114,SUV,8713751,Aurora,2022,9,5,Fall
2022-09-17,Elizabeth,Male,1520000,Scrivener Performance Engineering,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,38701-8047,SUV,7171354,Greenville,2022,9,5,Fall
2022-09-17,Emily,Male,13500,Star Enterprises Inc,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44000,99301-3882,Hatchback,7905241,Pasco,2022,9,5,Fall
2022-09-17,Emma,Male,1250000,Suburban Ford,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,53546-9427,Sedan,6729749,Janesville,2022,9,5,Fall
2022-09-17,Erin,Male,1900000,Tri-State Mack Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,85257-3102,Hatchback,7887842,Scottsdale,2022,9,5,Fall
2022-09-17,Essence,Male,13500,U-Haul CO,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,78758-7841,SUV,6176999,Austin,2022,9,5,Fall
2022-09-17,Eva,Female,2006000,Progressive Shippers Cooperative Association No,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20600,53546-9427,Hatchback,7541004,Janesville,2022,9,5,Fall
2022-09-17,Faith,Male,1875000,Rabun Used Car Sales,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,85257-3102,Sedan,6430308,Scottsdale,2022,9,5,Fall
2022-09-17,Fanta,Male,13500,Race Car Help,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,14000,78758-7841,Sedan,7283283,Austin,2022,9,5,Fall
2022-09-17,Fatima,Male,1530000,Ryder Truck Rental and Leasing,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,06457-3834,Hatchback,6980171,Middletown,2022,9,5,Fall
2022-09-17,Fatou,Female,13500,Saab-Belle Dodge,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hatchback,8599577,Aurora,2022,9,5,Fall
2022-09-17,Fatoumata,Female,1425000,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,38701-8047,SUV,6457447,Greenville,2022,9,5,Fall
2022-09-17,Gabriella,Female,940000,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,57000,99301-3882,Hatchback,7235479,Pasco,2022,9,5,Fall
2022-09-17,Gabrielle,Male,1700000,Suburban Ford,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,53546-9427,Hatchback,8021140,Janesville,2022,9,5,Fall
2022-09-17,Genesis,Female,1300000,Tri-State Mack Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,85257-3102,Sedan,6311583,Scottsdale,2022,9,5,Fall
2022-09-17,Grace,Female,13500,U-Haul CO,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,25000,78758-7841,Sedan,6427510,Austin,2022,9,5,Fall
2022-09-17,Hailey,Female,13500,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hatchback,7875316,Middletown,2022,9,5,Fall
2022-09-17,Hannah,Female,1760000,C & M Motors Inc,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12000,60504-7114,Hatchback,7451008,Aurora,2022,9,5,Fall
2022-09-17,Harmony,Male,13500,Capitol KIA,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,14000,38701-8047,Passenger,6433571,Greenville,2022,9,5,Fall
2022-09-17,Hawa,Female,2300000,Chrysler of Tri-Cities,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,99301-3882,Hatchback,7732885,Pasco,2022,9,5,Fall
2022-09-17,Heaven,Female,1300000,Chrysler Plymouth,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41001,53546-9427,SUV,7682146,Janesville,2022,9,5,Fall
2022-09-17,Pessy,Female,820000,Tri-State Mack Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,85257-3102,SUV,6324440,Scottsdale,2022,9,5,Fall
2022-09-17,Peyton,Male,1050000,U-Haul CO,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22000,78758-7841,Sedan,6793982,Austin,2022,9,5,Fall
2022-09-17,Phoebe,Female,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,71000,06457-3834,Passenger,8897626,Middletown,2022,9,5,Fall
2022-09-17,Piper,Female,734000,C & M Motors Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43000,60504-7114,Sedan,7209792,Aurora,2022,9,5,Fall
2022-09-17,Polina,Male,710000,Capitol KIA,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,38701-8047,Sedan,6872574,Greenville,2022,9,5,Fall
2022-09-17,Quinn,Male,705000,Chrysler of Tri-Cities,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,99301-3882,Sedan,7772931,Pasco,2022,9,5,Fall
2022-09-17,Rachel,Male,570000,Chrysler Plymouth,Audi,A6,Overhead Camshaft,Manual,Black,25000,53546-9427,SUV,7613066,Janesville,2022,9,5,Fall
2022-09-17,Raizel,Male,13500,Classic Chevy,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,85257-3102,SUV,6591427,Scottsdale,2022,9,5,Fall
2022-09-17,Raizy,Male,13500,Clay Johnson Auto Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11000,78758-7841,Hatchback,8221062,Austin,2022,9,5,Fall
2022-09-17,Shifra,Male,741250,U-Haul CO,Ford,Focus,Overhead Camshaft,Manual,Pale White,24250,78758-7841,Hardtop,7557353,Austin,2022,9,5,Fall
2022-09-17,Joseph,Female,2020000,Rabun Used Car Sales,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,85257-3102,Hardtop,8874756,Scottsdale,2022,9,5,Fall
2022-09-17,Rebecca,Male,13500,Gartner Buick Hyundai Saab,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,38701-8047,Hatchback,8510411,Greenville,2022,9,5,Fall
2022-09-17,Reem,Male,660000,Hatfield Volkswagen,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,7884836,Pasco,2022,9,5,Fall
2022-09-17,Reese,Male,13500,Iceberg Rentals,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000,53546-9427,Sedan,7841876,Janesville,2022,9,5,Fall
2022-09-17,Rifky,Male,500000,McKinney Dodge Chrysler Jeep,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43000,85257-3102,Sedan,8509497,Scottsdale,2022,9,5,Fall
2022-09-17,Riley,Male,560000,Motor Vehicle Branch Office,Oldsmobile,Cutlass,Overhead Camshaft,Manual,Pale White,41000,78758-7841,Sedan,8915856,Austin,2022,9,5,Fall
2022-09-17,Justin,Female,13500,Saab-Belle Dodge,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000,60504-7114,Hardtop,7554655,Aurora,2022,9,5,Fall
2022-09-17,Rivky,Male,13500,New Castle Ford Lincoln Mercury,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,60504-7114,Hatchback,7095115,Aurora,2022,9,5,Fall
2022-09-17,Rochel,Male,1200000,Pars Auto Sales,Ford,Mustang,Overhead Camshaft,Manual,Pale White,43000,38701-8047,Hatchback,7472454,Greenville,2022,9,5,Fall
2022-09-17,Roizy,Male,1223000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20300,99301-3882,SUV,7370613,Pasco,2022,9,5,Fall
2022-09-17,Rosa,Male,1035000,Progressive Shippers Cooperative Association No,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16500,53546-9427,SUV,8315718,Janesville,2022,9,5,Fall
2022-09-17,Rose,Male,1367000,Rabun Used Car Sales,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,26700,85257-3102,Sedan,6134123,Scottsdale,2022,9,5,Fall
2022-09-17,Rosie,Male,880000,Race Car Help,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,Hatchback,6395763,Austin,2022,9,5,Fall
2022-09-17,Dennis,Male,975000,C & M Motors Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,60504-7114,Sedan,8146081,Aurora,2022,9,5,Fall
2022-09-17,Dereck,Male,985000,Capitol KIA,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,38701-8047,SUV,6725863,Greenville,2022,9,5,Fall
2022-09-17,Derek,Male,13500,Chrysler of Tri-Cities,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,28001,99301-3882,Sedan,6616518,Pasco,2022,9,5,Fall
2022-09-17,Derick,Male,835000,Chrysler Plymouth,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,53546-9427,SUV,7294177,Janesville,2022,9,5,Fall
2022-09-17,Devin,Male,951000,Classic Chevy,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,25001,85257-3102,Hatchback,8131681,Scottsdale,2022,9,5,Fall
2022-09-17,Diego,Male,1370000,Clay Johnson Auto Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,78758-7841,Hatchback,8951571,Austin,2022,9,5,Fall
2022-09-17,Dominic,Male,700000,Diehl Motor CO Inc,Audi,A6,Overhead Camshaft,Manual,Black,15000,06457-3834,SUV,7280906,Middletown,2022,9,5,Fall
2022-09-17,Dominick,Male,810000,Enterprise Rent A Car,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,60504-7114,Passenger,8866156,Aurora,2022,9,5,Fall
2022-09-17,Dylan,Male,445000,Gartner Buick Hyundai Saab,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,38701-8047,Sedan,6541244,Greenville,2022,9,5,Fall
2022-09-17,Eddie,Male,838000,Hatfield Volkswagen,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,99301-3882,SUV,8556106,Pasco,2022,9,5,Fall
2022-09-17,Edgar,Male,810000,Iceberg Rentals,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,53546-9427,SUV,8615848,Janesville,2022,9,5,Fall
2022-09-17,Edison,Male,1150000,McKinney Dodge Chrysler Jeep,Toyota,Sienna,Overhead Camshaft,Manual,Black,16000,85257-3102,Passenger,7264609,Scottsdale,2022,9,5,Fall
2022-09-17,Eduardo,Male,931000,Motor Vehicle Branch Office,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,78758-7841,Passenger,6919627,Austin,2022,9,5,Fall
2022-09-17,Edward,Male,241000,Nebo Chevrolet,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,8101999,Middletown,2022,9,5,Fall
2022-09-17,Edwin,Male,13500,New Castle Ford Lincoln Mercury,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,60504-7114,SUV,7865393,Aurora,2022,9,5,Fall
2022-09-17,Eli,Male,1331000,Pars Auto Sales,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33100,38701-8047,Hatchback,7270457,Greenville,2022,9,5,Fall
2022-09-17,Elian,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,99301-3882,SUV,7713219,Pasco,2022,9,5,Fall
2022-09-17,Elias,Male,1007000,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44700,53546-9427,Hatchback,8814247,Janesville,2022,9,5,Fall
2022-09-17,Elijah,Male,981000,Rabun Used Car Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Sedan,7350679,Scottsdale,2022,9,5,Fall
2022-09-17,Elvis,Male,570000,Race Car Help,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,78758-7841,Sedan,8434237,Austin,2022,9,5,Fall
2022-09-17,Emanuel,Male,13500,Ryder Truck Rental and Leasing,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Hatchback,6978644,Middletown,2022,9,5,Fall
2022-09-17,Emiliano,Male,500000,Saab-Belle Dodge,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,60504-7114,Hatchback,6771609,Aurora,2022,9,5,Fall
2022-09-17,Emilio,Male,830000,Scrivener Performance Engineering,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9000,38701-8047,Passenger,8242413,Greenville,2022,9,5,Fall
2022-09-17,Evelyn,Male,1750000,Nebo Chevrolet,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,19000,06457-3834,Sedan,7814830,Middletown,2022,9,5,Fall
2022-09-17,Faith,Male,1850000,New Castle Ford Lincoln Mercury,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41000,60504-7114,Sedan,6712388,Aurora,2022,9,5,Fall
2022-09-17,Fatima,Female,620000,Pars Auto Sales,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Passenger,6882323,Greenville,2022,9,5,Fall
2022-09-17,Gabriela,Male,670000,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,99301-3882,SUV,6770475,Pasco,2022,9,5,Fall
2022-09-17,Gabriella,Male,1850000,Progressive Shippers Cooperative Association No,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,53546-9427,SUV,8843140,Janesville,2022,9,5,Fall
2022-09-17,Thomas,Male,13500,Tri-State Mack Inc,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,85257-3102,Hardtop,6215530,Scottsdale,2022,9,5,Fall
